Kommentar-ID;Artikel-ID;Datum;Titel;Anzahl_Kommentare;Problematisierung;Lösungsvorschlag;Anzahl_Lösungsvorschläge;I_Ausführlichkeit;Konstruktive_Wortwahl;Mitigation/Adaption;Bürger_innen;II_Ausführlichkeit;Kommentar;User-Name;Lösungsansätze;Haltung_Lösungsansätze;Haltung_Klimakrise;Adressat_in;Lob;Kritik;Beleidigung_Inzivilität
ZO_040_020;ZO_040;230410;Es braucht eine Zeitenwende, die endlich den CO2-Preis ernst nimmt;719;1;1;2;1;2;1;2;1;"“Es braucht eine Zeitenwende, die endlich den CO₂-Preis ernst nimmt.”

Solange nicht ernsthaft bei den Superreichen/Superverschmutzern begonnen wird, ist das insgesamt nur lächerlich.";Juppderdritte;1;3;1;1;4;4;3
ZO_044_001;ZO_044;220804;Reist im Sommer 2050 noch jemand nach Italien?;466;1;1;2;1;2;2;2;1;"Ich glaube, 2050 werden viele Gebiete Südeuropas, wenn es weiter mit den Temperaturen rauf geht wie die letzten Jahre passiert, schlicht unbewohnbar werden.

Dann werden die Südeuropäer dauerhaft nach Nordeuropa aufmachen und München wird die südlichste Stadt Italiens.

Der Nachschub aus Afrika wird auch nicht abbrechen, im Gegenteil.

Ich glaube, das wird noch ""lustig"" werden bei uns...";Gelöschter Nutzer 142951;4;9;9;9;4;4;3
ZO_044_002;ZO_044;220804;Reist im Sommer 2050 noch jemand nach Italien?;466;1;1;2;1;2;2;2;1;"Mir ist mulmig bei dem Gedanken, was es für den Tourismus bedeuten wird? Droht uns eine Wirtschaftskrise durch zusammenbrechende Tourismuszahlen?
Ich bin echt müde von den schlechten Visionen, eine Scheiß-Zeit ist das gerade - ohne Hoffnung??? Vor allem müssen wir Wasser sparen und besseren Wasserhaushalt planen!!!!!";seejungfrauxl;2;9;1;6;4;4;3
ZO_044_003;ZO_044;220804;Reist im Sommer 2050 noch jemand nach Italien?;466;1;1;2;1;2;2;2;1;Wir wissen doch heute schon dass im Jahr 2050 die iberische Halbinsel Griechenland und Italien südlich von Rom unbewohnbar sein werden. Da ist nix mit Urlaub.;Knightf6;4;3;9;9;4;4;3
ZO_044_004;ZO_044;220804;Reist im Sommer 2050 noch jemand nach Italien?;466;1;1;2;1;2;2;2;1;Auf'm Darß unter Palmen, ein Träumchen.;1971koepi;4;9;9;9;4;4;3
ZO_044_005;ZO_044;220804;Reist im Sommer 2050 noch jemand nach Italien?;466;1;1;2;1;2;2;2;1;"""Die Folgen wenn ...........""
Weiß kein Mensch. Man kann spekulieren und am Ende haben es dann alle schon vorher gewusst, egal was passiert. So ist das Gehirn des Menschen aufgebaut. Wenn etwas passiert, dann erzeugt es die Illusion es vorher gewusst zu haben.
Wenn in den nächsten Jahren irgendwo im Feuergürtel ein Vulkan ähnlich des Pinatobu ausbricht und sich in dessen Folge das Klima abkühlt, werden auch Mengen von Menschen verkünden, es vorher gewusst zu haben. Und wenn er nicht ausbricht, dann auch.";Gelöschter Nutzer 49206;4;9;3;9;4;4;3
ZO_044_006;ZO_044;220804;Reist im Sommer 2050 noch jemand nach Italien?;466;1;1;2;1;2;2;2;1;"„Wie sieht die Zukunft des Sommerurlaubs in einem derart aufgeheizten Europa aus? Fahren alle an die Ostsee statt ans Mittelmeer, nach Schweden statt Spanien?”
Diese schwungvolle Überleitungs-Frage zeigt schon das Problem.
Jeder Volljährige sein eigenes Verbrenner-Auto vorm Haus auf der Straße geht nicht mehr? Ei dann halt jedem sein E-Auto! Kann man nicht mehr zum Urlauben nach A fliegen? Ei dann fliegen wir halt nach B!
Es ist gut möglich, wenn nicht sogar wahrscheinlich, dass man irgendwann gar nicht mehr in Urlaub fahren können wird.";the_nipper;4;9;1;6;4;4;3
ZO_044_007;ZO_044;220804;Reist im Sommer 2050 noch jemand nach Italien?;466;1;1;2;1;2;2;2;1;"""Liegen Urlauber da bald lieber am Finnischen Meerbusen als an der Adria?""

Gar kein guter Vergleich. Wir waren zur Sonnenwendzeit sogar nördlich vom Polarkreis. Es war nicht nur heiß, sondern wurde dadurch bedingt, dass die Sonne nicht untergeht, nachts kaum kälter. Und in der nördlichen Ostseegegend bei Lulea konnte man einfach ins Meer springen, ohne sich abkühlen zu müssen.

Damit ist der hohe Norden auch nicht mehr das, was er einmal war.";GoaSkin;4;9;9;7;4;1;3
ZO_044_008;ZO_044;220804;Reist im Sommer 2050 noch jemand nach Italien?;466;1;1;2;1;2;2;2;1;"Es ist unwahrscheinlich, dass bis 2050 Südeuropa unbewohnbar wird, wie manche hier meinen, Menschen leben heute auch in heißeren Gegenden. Aber es wird schwieriger werden.

Mit Tourismus wird es aber Schluss sein, dast ist ziemlich klar. Irgendwann wird es auch den Touristen zu heiß und wenn die Erwärmung nicht stoppen, könnten viele Probleme 2050 so massiv werden, dass viele keine Ressourcen für Reisen mehr haben werden.";Paul Freyburger;4;9;1;9;4;4;3
ZO_044_009;ZO_044;220804;Reist im Sommer 2050 noch jemand nach Italien?;466;1;1;2;1;2;2;2;1;"Zitat: ""Dann werden die Südeuropäer dauerhaft nach Nordeuropa aufmachen und München wird die südlichste Stadt Italiens.""

Das würde ja bedeuten, dass Hamburg dann die nördlichste Stadt Italiens ist und die gesamte BRD folglich in Italien aufgegangen ist. Selten so gelacht....

Nachdem, was ich bisher über den Klimawandel in Europa so gelesen habe, wird Mitteleuropa mit größeren klimatischen Veränderungen zu kämpfen haben, als der süd- und östliche Teil von Europa.

PS.: Warum wird in der Headline von ""Italien/Urlaub"" geschrieben und im Text kommt Italien nicht einmal im Ansatz vor, sondern fast nur die Trash Insel ""Mallorca""?";Seadevil_Amborgo;4;9;9;7;4;1;3
ZO_044_010;ZO_044;220804;Reist im Sommer 2050 noch jemand nach Italien?;466;1;1;2;1;2;2;2;1;"Ob München oder Magdeburg...
Hauptsache Italien!";Gelöschter Nutzer 141817;4;9;9;9;4;4;3
ZO_044_011;ZO_044;220804;Reist im Sommer 2050 noch jemand nach Italien?;466;1;1;2;1;2;2;2;1;Seit 50 Jahren wird von Klimaforschern schon sehr genau beschrieben was, wann und wie passieren wird. Und trotzdem ist es immer die gaaaanz große Überraschung. Hat man ja alles vorher nicht gewusst. Ojemine, was soll man jetzt nur machen? Wenn man das nur früher gewusst hätte. Ich kann’s nicht mehr hören.;meinensenfdazu;4;9;1;9;4;4;3
ZO_044_012;ZO_044;220804;Reist im Sommer 2050 noch jemand nach Italien?;466;1;1;2;1;2;2;2;1;Das Konzept Sommerurlaub im Süden ist eh ziemlich neu, erst eingeführt seit man ins Wasser geht. An der Cote Azur hatten z.B. die Hotels bis Anfang der 30er Jahre von April bis Oktober geschlossen und erst in den 50 ern gab es mehr Sommer als Wintergäste. Wir fahren schon seit 10 Jahren im Oktober/November gen Süden und können das nur empfehlen.;TeDe1;4;9;9;9;4;4;3
ZO_044_013;ZO_044;220804;Reist im Sommer 2050 noch jemand nach Italien?;466;1;1;2;1;2;2;2;1;"In den letzten 10 Jahren gab es seitens der Klimaforschung ausschliesslich Meldungen, dass die bishergen, vorsichtigen Vorhersagen, früher als gedacht eintreten: Rekordtemperaturen, mehr Waldbrände, längere, intensivere Dürren, mehr Starkregenereignisse... Die Gletscher schmelzen stärker als vor 20 Jahren erwartet. Die Wassertemperaturen steigen schneller.

Die beschriebenen Szenarien, dass ein Sommer-Urlaub am Mittelmeer kein Urlaub mehr ist (Hitze, Waldbrände, Wasserknappheit), tritt früher ein: eher schon 2030 als 2050.";Meerschwimmer;4;9;1;9;4;4;3
ZO_044_014;ZO_044;220804;Reist im Sommer 2050 noch jemand nach Italien?;466;1;1;2;1;2;2;2;1;Ich denke wir wissen alle, dass die Reisen in Zukunft nicht mehr so stattfinden können durch den Klimawandel. Durch die Welt zu fliegen wird nicht mehr möglich sein, weil es einfach zu viel Energie verbraucht. Wir werden uns daran gewöhnen, dass wir eher daheim Urlaub machen. Ich finde das auch nicht weiter schlimm, die letzten Jahre haben gezeigt, dass es auch bei uns sehr schön ist und viele Sachen auch ohne lange Reise zu erreichen sind.;AnneTojas;4;9;1;6;4;4;3
ZO_044_015;ZO_044;220804;Reist im Sommer 2050 noch jemand nach Italien?;466;1;1;2;1;2;2;2;1;Kommt bitte auf keinen Fall an die Ostsee! Hier ist das jetzt schon so voll. Habt ihr denn keine Baggerseen oder so in der Nähe Eurer tollen Städte?;Lauffaul;4;9;9;6;4;4;3
ZO_044_016;ZO_044;220804;Reist im Sommer 2050 noch jemand nach Italien?;466;1;1;2;1;2;2;2;1;"Ehrlich gesagt verstehe ich dem Sommer-Strandurlaub Tourismus in den Süden schon längst nicht mehr. Trotz aller Beteuerungen, dass das Meeresklima ein angenehmeres ist ( Wind usw. ). 
Viele Touristen verbringen dort die meiste Zeit doch eh in der Hotelanlage bzw. legen sich nur an den Strand ohne wirklich im Meer zu schwimmen.
Und das bei inzwischen unmenschlichen Temperaturen.";CerroTorre;4;9;9;6;4;4;3
ZO_044_017;ZO_044;220804;Reist im Sommer 2050 noch jemand nach Italien?;466;1;1;2;1;2;2;2;1;"Wer sich angesichts des Klimawandels vor allem um seinen Urlaub sorgt, der hat wirklich noch nicht verstanden, worum es hier eigentlich geht. Und wem ausser einem Strandurlaub kein Grund einfaellt nach Italien oder Spanien zu reisen, der kann auch wirklich woanders hinfahren, wenn er denn noch kann.

Aber davon mal abgesehen, kann man nicht wirklich pauschal sagen, dass es in Italien durchgehend heisser wird als weiter im Norden. Rekordtemperaturen werden in vielen Teilen Europas erreicht, und haengen von vielen verschiedenen Parametern ab, nicht nur vom Breitengrad. Direkt am Meer zB kann es durchaus kuehler sein als weiter im Landesinneren, weil das Wasser die Spitzentemperaturen daempft.

Das mit dem Starkregen stimmt zwar im Prinzip, aber den gibt es nunmal heutzutage eben auch schon in Deutschland, und nicht nur suedlich der Alpen. Und auch dort dauert der maximal ein paar Tage, und ist zudem stark lokal begrenzt, sollte also die Reisezeit im Herbst nicht uebermaessig einschraenken.

Dass die Ernsthaftigkeit und Unmittelbarkeit des Klimawandels allmaehlich in die Koepfe einsickert ist per se nicht schlecht. Allerdings haette ich mir von einem Medium wie der Zeit doch gewuenscht, eine Zukunftsprognose zu erstellen, die ein bisschen weniger naiv, und dafuer besser recherchiert ist. Studien zu all den Themen gibt es naemlich bereits.";Physikerin100;4;9;1;7;4;1;3
ZO_044_018;ZO_044;220804;Reist im Sommer 2050 noch jemand nach Italien?;466;1;1;2;1;2;2;2;1;"Zu den geringsten Sorgen in Folge der Klimaveränderung, gehört wohl die um den Urlaub 2050.
Außer im Sommerloch.";rab1952;4;9;1;9;4;4;3
ZO_044_019;ZO_044;220804;Reist im Sommer 2050 noch jemand nach Italien?;466;1;1;2;1;2;2;2;1;"Auch wenn das beschriebene Gesamtszenario als fiktiv bezeichnet wird, es fühlt sich ziemlich real an.
Es ist also nicht unwahrscheinlich, dass es so ähnlich kommen könnte.

Doch welche Schlussfolgerungen sollen wir daraus ziehen.
Die naheliegenste wäre, es hat ohnehin keinen Sinn sich dagegen zu stemmen.
Somit wäre alle Versuche das Klima zu retten aussichtslos.

Ich hoffe nicht, dass dieser Eindruck beabsichtigt ist, denn sonst befänden wir uns ja bereits in einer unumkehrbaren Klimakatastrophe.";Wolf Karl;4;9;1;9;4;4;3
ZO_044_020;ZO_044;220804;Reist im Sommer 2050 noch jemand nach Italien?;466;1;1;2;1;2;2;2;1;Ich habe schon vor 5 Jahren gesagt das man sich jetzt ein Grundstück auf Grönland sichern sollte.;Horror-Clown;4;9;9;9;4;4;3
ZO_046_001;ZO_046;220915;So stark ist Ihre Region von Dürre betroffen;119;1;2;0;99;2;99;99;99;Gestern hat es hier den ganzen Tag geregnet. Ich glaub das hab ich das letzte mal in meiner frühen Kindheit erlebt. :D;Ridikolaus;4;99;9;9;4;4;3
ZO_046_002;ZO_046;220915;So stark ist Ihre Region von Dürre betroffen;119;1;2;0;99;2;99;99;99;""" könnte es noch zum Problem werden"" - Und mal wieder wäre die Lösung, wenn:

1. Alle Klimagasemissionen wirksam begrenzt werden, indem man diese an der frühest möglichen Quelle erfasst und nicht wie bisher im Europäischen Emissionshandel (ETS) ""in der Mitte"".

2. Die Anzahl der Klimagasemissionen durch Reduktion der Emissionsrechte jedes Jahr um 28% senken. Das Recht für Klimagasemissionen darf nicht wie bisher im ETS verschenkt werden und die Menge darf nie erhöht werden, um Investitionssicherheit zu schaffen.

Weil nicht alle Länder mitmachen werden:
3. Beim Import müssen für alle grauen Klimagasemissionen Rechte erworben bzw. beim Export zurückerstattet werden.

Die Berechnung obliegt dem Im- bzw. Exporteur und ist öffentlich zugänglich. Die Berechnung kann auch geschätzt werden, wenn die Schätzung mindestens den tatsächlichen Klimagasemissionen entspricht. Wenn innerhalb von 14 Tagen keine Beschwerde eingereicht wurde, können gegen die Schätzung keine Rechtsmittel mehr eingelegt werden.

Und damit die Verteilung des Wohlstands nicht noch ungleicher wird:

4. Die Einnahmen aus der Rechteauktionen sollten pro Kopf an die Bevölkerung zum Beispiel über eine Verbilligung der Krankenkassenprämie zurück verteilt werden.

Der wichtigste Grund, warum wir die nicht umsetzen, ist wohl der Unterlassunseffekt. Daher der Vorschlag, wenn niemand dagegen eine Petition einreicht, wird das umgesetzt.";zukunftcom;2;99;1;2;4;4;3
ZO_046_003;ZO_046;220915;So stark ist Ihre Region von Dürre betroffen;119;1;2;0;99;2;99;99;99;"Ich verstehe ja die Intention des Artikels - nur warum werden offensichtliche Fake News verbreitet? Wie man im kürzlich erschienenen Erntebericht des BMEL nachlesen kann, war die Ernte 2022 mitnichten schlecht. Sie war insbesondere bei Getreide (Ausnahme Körnermais) und Obst recht positiv, hier und da gab es Ausreißer nach unten
Ja, wir müssen weltweit etwas gegen den Klimawandel unternehmen, aber solch entweder schlecht recherchierte oder gar absichtlich verfälschende Artikel sind äußerst kontraproduktiv";Traveller1;4;99;1;7;4;1;3
ZO_046_004;ZO_046;220915;So stark ist Ihre Region von Dürre betroffen;119;1;2;0;99;2;99;99;99;"Ich bin mittlerweile in gesetzterem Alter und kann mich an manch einen trockenen Sommer erinnern, 1976 war so einer, alle paar Tage brannte es im Wald.

Allerdings sieht es jetzt wirklich übel aus. Bei uns im Elbsandsteingebirge liegen überall gefällte Fichten, die wegen des Borkenkäfers vertrocknet sind. Eigentlich sind die Fichten bei genügend Feuchtigkeit gut aufgestellt und ertränken den Borkenkäfer in Baumharz. Nun aber fehlte ihnen das Wasser zur Harzbildung und der Borkenkäfer machte den Rest. Ein schlimmes Bild, überall braune tote Bäume und die Waldwege voll von Nadeln. Der Forst kam nicht mit dem Wegräumen der Stämme nach. Leider waren die toten Fichten auch eine tolle Grundlage für die Waldbrände.

Ich habe zwar immer schon Regenwasser für die Gartenbewässerung bevorratet, es nun aber ausgeweitet. Kein Tropfen verlässt mein Grundstück.
Interessant dabei ist die erstaunliche Wasseraufnahmefähigkeit meiner Wildwiese, selbst bei Starkregen nimmt sie klaglos die Mengen von den Dächern auf, nichts fließt weg.";Furbo;4;99;1;9;4;4;3
ZO_046_005;ZO_046;220915;So stark ist Ihre Region von Dürre betroffen;119;1;2;0;99;2;99;99;99;Für den landwirtschaftlichen Sektor dürften Dinge wie dürreresistenteres Saatgut sowie Tröpfchenbewässerung immer relevanter werden.;kosmokrator;2;99;1;3;4;4;3
ZO_046_006;ZO_046;220915;So stark ist Ihre Region von Dürre betroffen;119;1;2;0;99;2;99;99;99;"Die anhaltende Dürrelage beschränkt sich nicht auf Deutschland.
Es ist ein europäisches Problem:
https://edo.jrc.ec.europa.eu…";Der vierte Reiter;4;99;1;2;4;4;3
ZO_046_007;ZO_046;220915;So stark ist Ihre Region von Dürre betroffen;119;1;2;0;99;2;99;99;99;Meine Eltern mittlerweile über 80 lassen alles vollwuchern. Ein schönes grosses Feuchtbiotop und die Nachbarn beschweren sich. Dass ich das noch erleben darf, meine Eltern werden zu Rebellen, voll schön 😁😌;Herr_Rossi;4;99;9;9;4;4;3
ZO_046_008;ZO_046;220915;So stark ist Ihre Region von Dürre betroffen;119;1;2;0;99;2;99;99;99;"Viele Maßnahmen sind Teil des Bemühens, den Kkimawandel zu stoppen und wir kennen sie eigentlich.
Solange das Gedrängel an unseren Flughäfen aber bleibt und die Grünen als Übergangstechnologie zur Stromerzeugung lieber Kohle oder Gas statt funktionierende Atommeiler einsetzen, sehe ich uns Menschen durch ungebremsten Hedonismus und Ideologie schlicht überfordert.
Vielleicht gelingt es irgendwann, die Entsalzung des Meerwassers zu perfektionieren und kostengünstig voranzutreiben.
Unsere Felder würden dann mit einem Geflecht von Röhren überzogen sein, die Trinkwasser verteilen wie früher Nordsteeam 1 das Gas.";Emersons Gesellenjahre;2;99;1;9;4;4;3
ZO_046_009;ZO_046;220915;So stark ist Ihre Region von Dürre betroffen;119;1;2;0;99;2;99;99;99;"Der Regen hat die Lage im Oberboden (bis 30 cm Tiefe ) deutlich entspannt.
https://wasser-monitor.de/
Im Gesamtboden ist davon bisher noch nicht viel angekommen:
https://www.ufz.de/index.php…
Ganz zu schweigen davon, dass die Neubildung von Grundwasser praktisch nicht stattfindet.
Für eine nachhaltige Verbesserung der Lage benötigte es monatelangen Landregen am Stück.";Der vierte Reiter;4;99;1;9;4;4;3
ZO_046_010;ZO_046;220915;So stark ist Ihre Region von Dürre betroffen;119;1;2;0;99;2;99;99;99;Die Geschwindigkeit mit der diese Veränderungen passieren ist echt beängstigend!;DoktorEck;4;99;1;9;4;4;3
ZO_046_011;ZO_046;220915;So stark ist Ihre Region von Dürre betroffen;119;1;2;0;99;2;99;99;99;"Meiner Meinung nach hätte die Welt schon vor 20 Jahren mit der Klimarettung anfangen müssen, aber man tat fast nichts, und jetzt bekommen wir das zu spüren.

Das ist übrigens die Aussage eines Klimaforschers von vor einigen Wochen.

Eine sogenannte Klimadebatte gibt es meiner M.n. nicht. Sie ist auch in Deutschland eine Farce. Es soll sich nichts ändern.

Die deutsche Gesellschaft flüchtet sich in großen Teilen in totale Ignoranz und Fatalismus, gut daran zu erkennen, dass der Anteil der Neuzulassungen der SUV in 15 Jahren von 7% auf 40% gestiegen ist. Fast der Hälfte der deutschen Bevölkerung ist es egal.";rapace;4;99;1;6;4;4;3
ZO_046_012;ZO_046;220915;So stark ist Ihre Region von Dürre betroffen;119;1;2;0;99;2;99;99;99;"https://www.leibniz-gemeinsc…
Jetzt mal angenommen es handelt sich bei der extremen Dürre um ein wiederkehrendes natürliches Phänomen, das gleichzeitig der Beginn einer kleinen Eiszeit einläutet. Wenn man sich die letzten 2000 Jahre ansieht, gab es mehrere ""warm"" Phasen (Hannibals Alpenüberquerung, mittelalterliches Klimaoptimum) und natürlich auf der anderen Seite die ""kalt"" Phasen (Dante-Anomalie, Spätantike Kleine Eiszeit). Also was wenn die Zeit 1850 bis heute wieder eine ""warm"" Phase war und es nun ins Gegenteil umschlagen sollte?

PS: Ich hoffe wirklich es wird nicht gleich der Hexenhammer ausgepackt, sondern es findet evtl. eine kleine Diskussion statt. 
PSPS: Das soll keine Leugnung des Menschengemachten Klimawandels sein, sondern eine Überlegung die mir einfach aufgefallen ist, weil es halt in die Phasen passen würde.";NicoAn;4;99;9;9;4;4;3
ZO_046_013;ZO_046;220915;So stark ist Ihre Region von Dürre betroffen;119;1;2;0;99;2;99;99;99;"Die Dürre, die Klimakatastrophe, ist genauso gewollt. Sonst gäbe es diese Nachricht nicht:
https://www.zeit.de/mobilita…";SaStMe;4;99;9;9;4;4;3
ZO_046_014;ZO_046;220915;So stark ist Ihre Region von Dürre betroffen;119;1;2;0;99;2;99;99;99;Momentane, kurz- und langfristige(n) Auswirkungen/Wandel beachten.;stüsü;4;99;9;9;4;4;3
ZO_046_015;ZO_046;220915;So stark ist Ihre Region von Dürre betroffen;119;1;2;0;99;2;99;99;99;Nicht gut. Gar nicht gut.;BäckereiNelles;4;99;1;9;4;4;3
ZO_046_016;ZO_046;220915;So stark ist Ihre Region von Dürre betroffen;119;1;2;0;99;2;99;99;99;Obwohl es nun fast eine Woche lang stetig geregnet hat, ist der Boden bei mir im Garten immer noch nur oberflächlich nass. Ich habe am Wochenende einen Strauch eingepflanzt - bereits nach 10cm hatte ich nur noch trockene Erde im Aushub. Da sind direkt mehrere Eimer Wasser drin gelandet und binnen Sekunden auch wieder verschwunden.;ahdd25;4;99;1;9;4;4;3
SO_008_001;SO_008;220826;Klimawandel hat Schaden durch Hurrikan >>Harvey<< verdoppelt;139;1;2;0;99;2;99;99;99;Ob der Trump das auch kapieren würde?;;4;99;9;9;4;4;3
SO_008_002;SO_008;220826;Klimawandel hat Schaden durch Hurrikan >>Harvey<< verdoppelt;139;1;2;0;99;2;99;99;99;Aber nein, das ist doch nicht der Klimawandel. Das ist der Zorn Gottes wegen des sündigen Lebenswandels. Fragen Sie den Pastor. Wir müssen alle einfach sehr viel mehr beten, dann wird der Herr es schon richten.;;4;99;9;9;4;4;3
SO_008_003;SO_008;220826;Klimawandel hat Schaden durch Hurrikan >>Harvey<< verdoppelt;139;1;2;0;99;2;99;99;99;"Das 20. Jahrhundert war klimahistorisch ein Gunstjahrhundert. Davor gab es auch in Europa regelmäßig Dürreperioden und ausbleibende Sommer. Die extremsten Sommerdürren traten – in absteigender Reihenfolge – in den Jahren 1540, 1669, 1603 und 1947 auf. Ähnlich gravierende Auswirkungen traten auf, wenn auf einen trockenen Sommer und einen trockenen Winter ein weiterer Trockensommer folgte. Dies war in den Jahren 1555/56, 1718/19 und 1723/24 der Fall. Zwischen 1718 und 1730 traten in jedem zweiten Sommer Dürreerscheinungen
auf. Auffällig ist, dass in der Periode 1525–1730 Dürreperioden fünfmal
häufiger auftraten als im Zeitraum danach.";;4;99;3;9;4;4;3
SO_008_004;SO_008;220826;Klimawandel hat Schaden durch Hurrikan >>Harvey<< verdoppelt;139;1;2;0;99;2;99;99;99;Wie jetzt? Ungerechtes Wetter? Die Folgen treffen nicht alle gleich? Das ist ja unverschämt und muß unbedingt ausgeglichen werden!;;4;99;3;9;4;1;3
SO_008_005;SO_008;220826;Klimawandel hat Schaden durch Hurrikan >>Harvey<< verdoppelt;139;1;2;0;99;2;99;99;99;Spannend ! Aber leider zu differenziert für unsere Klimaleugner.;;4;99;1;9;1;4;3
SO_008_006;SO_008;220826;Klimawandel hat Schaden durch Hurrikan >>Harvey<< verdoppelt;139;1;2;0;99;2;99;99;99;Wenn solche Ereignisse in Großstädten vorkommen, dann GUTE NACHT;;4;99;1;9;4;4;3
SO_008_007;SO_008;220826;Klimawandel hat Schaden durch Hurrikan >>Harvey<< verdoppelt;139;1;2;0;99;2;99;99;99;"Verständlich, dass ""Forsch-ende"" zu diesem Ergebnis gekommen sind.";;4;99;9;9;4;1;3
SO_008_008;SO_008;220826;Klimawandel hat Schaden durch Hurrikan >>Harvey<< verdoppelt;139;1;2;0;99;2;99;99;99;An wirklich jedem Regentropfen sind die zu billigen Lebensmittelpreise (aka „Klimawandel“) schuld. Man kann vor allem den finanziell schwächeren nur wünschen, dass ie auch weiterhin so viele Transferleistungen kriegen werden…;;4;99;3;9;4;4;3
SO_008_009;SO_008;220826;Klimawandel hat Schaden durch Hurrikan >>Harvey<< verdoppelt;139;1;2;0;99;2;99;99;99;Die meisten amerikanischen Häuser sind nicht massiv gebaut. Beim kleinsten Sturm fallen die superleichten Papierwände in sich zusammen. So gesehen sind die qualitativen miserablen Einfamilienhäuser viel zu teuer. Aber die Baufirmen und die Banken freuen sich. Mehr Profit kann man überhaupt nicht machen. Abgesehen von den Energiefirmen.;;4;99;9;3;4;4;3
SO_008_010;SO_008;220826;Klimawandel hat Schaden durch Hurrikan >>Harvey<< verdoppelt;139;1;2;0;99;2;99;99;99;eigentlich hatten wie Glück das bisher nichts wirklich großes an Naturkatastrophe geschehen ist;;4;99;1;9;4;4;3
SO_008_011;SO_008;220826;Klimawandel hat Schaden durch Hurrikan >>Harvey<< verdoppelt;139;1;2;0;99;2;99;99;99;Ich bin mir sicher, die meisten US-Amerikaner wissen: Es ist nur das Wetter das gerade etwas verrückt spielt. Kein Grund zur Sorge. Die wahre Bedrohung sind die Demokraten. Das sind radikale Kommunisten.;;4;99;9;9;4;4;3
SO_008_012;SO_008;220826;Klimawandel hat Schaden durch Hurrikan >>Harvey<< verdoppelt;139;1;2;0;99;2;99;99;99;in Houston wurden in den 30iger Jahren mehrere Dämme gebaut um solchen Ereignissen vorzubeugen. Leider wurden seither zu viele Gebäude und Strukturen auf Sickerflaechen gebaut was eigentlich weitere Dämme notwendig machte. Das wird jetzt in Angriff genommen. Das Zubauen und hemmungslose Nutzungsänderung hat die Folgen der Überschwemmungen verschärft. In den 30iger Jahren gab es wohl bereits Klimawandel, ausgelöst durch Rinderherden und Cowboys.;;2;99;1;9;4;4;3
SO_008_013;SO_008;220826;Klimawandel hat Schaden durch Hurrikan >>Harvey<< verdoppelt;139;1;2;0;99;2;99;99;99;Ach Du Schreck. Jetzt ist der Klimawandel auch noch rassistisch. Irgendjemand mus diese Wissenschaftler stoppen!;;4;99;3;9;4;4;3
SO_008_014;SO_008;220826;Klimawandel hat Schaden durch Hurrikan >>Harvey<< verdoppelt;139;1;2;0;99;2;99;99;99;Günstiger Hausbau mit Holz hat offenbar keine Zukunft mehr in den USA.;;4;99;1;9;4;4;3
SO_008_015;SO_008;220826;Klimawandel hat Schaden durch Hurrikan >>Harvey<< verdoppelt;139;1;2;0;99;2;99;99;99;AR-15 zücken und wie wild rumballern- vlt erschrecken die hurricans sich dann und verziehen sich. Würde mich allerdings leider nicht Mal wundern wenn das schonmal jemand da ausprobiert hätte;;4;99;2;9;4;4;1
SO_008_016;SO_008;220826;Klimawandel hat Schaden durch Hurrikan >>Harvey<< verdoppelt;139;1;2;0;99;2;99;99;99;"Nunja, von den Waldbränden in Santa Monica werden aber weniger dieser hier genannten Bevölkerungsgruppen getroffen.
Das ist Klimagerechtigkeit…";;4;99;9;9;4;4;3
SO_008_017;SO_008;220826;Klimawandel hat Schaden durch Hurrikan >>Harvey<< verdoppelt;139;1;2;0;99;2;99;99;99;"Ich habe vor knapp 20 Jahren in den USA gelebt und mich damals schon, in typisch deutscher Manier, über die Ineffizienz beim Energieverbrauch aufgeregt. Jetzt bin ich wieder hier und stelle fest, dass sich so gut wie gar nichts geändert hat. Die Gallone Benzin kostet 3,25 $, die Klimaanlagen regeln bei 32Grad Außentemperatur auf 18 Grad runter, die Haushaltsgeräte sind immer noch die gleichen und isoliert ist so gut wie gar nichts.
Eigentlich liebe ich dieses Land aber es muss sich etwas ändern, was allerdings mit den Republikanern nicht machbar ist.";;4;99;1;9;4;4;3
SO_008_018;SO_008;220826;Klimawandel hat Schaden durch Hurrikan >>Harvey<< verdoppelt;139;1;2;0;99;2;99;99;99;Wenn man den Rechner nur lange genug rechnen läßt, produziert er noch mehr heiße Luft.;;4;99;9;9;4;1;3
SO_008_019;SO_008;220826;Klimawandel hat Schaden durch Hurrikan >>Harvey<< verdoppelt;139;1;2;0;99;2;99;99;99;"Ein möglicher positiver Nebeneffekt: das Handwerk der ""Skeptiker"" wird zunehmend erschwert, wenn die Konsequenzen der Klimakrise zunehmend auch direkt vor der eigenen Haustür zu beobachten sind. Selbst Big Oil wird die US-Bevölkerung nicht mehr lange hinter die Fichte führen können";;4;99;1;9;4;4;3
SO_008_020;SO_008;220826;Klimawandel hat Schaden durch Hurrikan >>Harvey<< verdoppelt;139;1;2;0;99;2;99;99;99;Wie wäre es mit ordentlich Bauen anstatt diese Hütten zusammenzuschustern;;2;99;1;9;4;4;3
SO_012_001;SO_012;221013;Was 100.000 Tote zusätzlich mit dem Klimawandel zu tun haben;441;1;2;0;99;2;99;99;99;Kaum ein Mensch dürfte in Deutschland unmittelbar und ausschließlich an Hitze sterben. So kann man sich als Wissenschaftler selbst disqualifizieren.;;4;99;2;4;4;4;3
